nb_neigh_lle,f1_scores_lle,accuracy_scores_lle,elapsed_dr_lle,elapsed_clf_lle,elapsed_tot_lle,nb_neigh_mlle,f1_scores_mlle,accuracy_scores_mlle,elapsed_dr_mlle,elapsed_clf_mlle,elapsed_tot_mlle,f1_scores_raw,accuracy_scores_raw,elapsed_times_raw
55,0.7544877482765681,0.7551020408163265,8.812499046325684,0.8437454700469971,9.65624451637268,73,0.857023660528041,0.8571428571428571,14.656253814697266,0.7656223773956299,15.421876192092896,0.8333333333333334,0.8367346938775511,1.062497854232788
56,0.7959183673469388,0.7959183673469388,8.921876430511475,0.8281254768371582,9.750001907348633,74,0.857023660528041,0.8571428571428571,14.859375238418579,0.7499990463256836,15.609374284744263,0.8333333333333334,0.8367346938775511,1.062497854232788
57,0.7959183673469388,0.7959183673469388,8.906251907348633,0.8125040531158447,9.718755960464478,75,0.857023660528041,0.8571428571428571,14.828121185302734,1.0156314373016357,15.84375262260437,0.8333333333333334,0.8367346938775511,1.062497854232788
58,0.7551020408163265,0.7551020408163265,8.859374046325684,0.7968716621398926,9.656245708465576,76,0.857023660528041,0.8571428571428571,14.933323383331299,0.8125016689300537,15.745825052261353,0.8333333333333334,0.8367346938775511,1.062497854232788
59,0.6938775510204082,0.6938775510204082,9.046872615814209,0.9218792915344238,9.968751907348633,77,0.857023660528041,0.8571428571428571,14.921874284744263,0.8124911785125732,15.734365463256836,0.8333333333333334,0.8367346938775511,1.062497854232788
60,0.7551020408163265,0.7551020408163265,8.984379529953003,0.8437461853027344,9.828125715255737,78,0.857023660528041,0.8571428571428571,14.922542095184326,0.7656328678131104,15.688174962997437,0.8333333333333334,0.8367346938775511,1.062497854232788
61,0.7548979591836734,0.7551020408163265,8.968745470046997,0.7812471389770508,9.749992609024048,79,0.857023660528041,0.8571428571428571,15.109375715255737,0.9843776226043701,16.093753337860107,0.8333333333333334,0.8367346938775511,1.062497854232788
62,0.7959183673469388,0.7959183673469388,9.000000715255737,0.796868085861206,9.796868801116943,80,0.857023660528041,0.8571428571428571,14.968750953674316,0.8124926090240479,15.781243562698364,0.8333333333333334,0.8367346938775511,1.062497854232788
63,0.7959183673469388,0.7959183673469388,8.984376192092896,0.9531230926513672,9.937499284744263,81,0.857023660528041,0.8571428571428571,15.249996423721313,0.7500004768371582,15.999996900558472,0.8333333333333334,0.8367346938775511,1.062497854232788
64,0.7959183673469388,0.7959183673469388,8.984374284744263,0.7812907695770264,9.765665054321289,82,0.857023660528041,0.8571428571428571,15.078128099441528,0.7659668922424316,15.84409499168396,0.8333333333333334,0.8367346938775511,1.062497854232788
65,0.8367346938775511,0.8367346938775511,8.984375476837158,0.7656211853027344,9.749996662139893,83,0.857023660528041,0.8571428571428571,16.609539031982422,0.7968790531158447,17.406418085098267,0.8333333333333334,0.8367346938775511,1.062497854232788
66,0.816326530612245,0.8163265306122449,8.953125715255737,0.7343790531158447,9.687504768371582,84,0.857023660528041,0.8571428571428571,16.422314405441284,1.000002384185791,17.422316789627075,0.8333333333333334,0.8367346938775511,1.062497854232788
67,0.816326530612245,0.8163265306122449,9.03125,0.7656381130218506,9.79688811302185,85,0.857023660528041,0.8571428571428571,16.50044345855713,0.8124940395355225,17.31293749809265,0.8333333333333334,0.8367346938775511,1.062497854232788
68,0.8367346938775511,0.8367346938775511,8.999999284744263,0.7656166553497314,9.765615940093994,86,0.857023660528041,0.8571428571428571,15.531672954559326,0.7812497615814209,16.312922716140747,0.8333333333333334,0.8367346938775511,1.062497854232788
69,0.8367346938775511,0.8367346938775511,9.578125953674316,0.781264066696167,10.359390020370483,87,0.857023660528041,0.8571428571428571,15.812924861907959,0.78125,16.59417486190796,0.8333333333333334,0.8367346938775511,1.062497854232788
70,0.8367346938775511,0.8367346938775511,9.156245470046997,0.7187271118164062,9.874972581863403,88,0.857023660528041,0.8571428571428571,16.51606321334839,0.7656402587890625,17.28170347213745,0.8333333333333334,0.8367346938775511,1.062497854232788
71,0.8363251655177122,0.8367346938775511,9.015624284744263,0.7500016689300537,9.765625953674316,89,0.857023660528041,0.8571428571428571,16.093751192092896,0.7656140327453613,16.859365224838257,0.8333333333333334,0.8367346938775511,1.062497854232788
72,0.816173277821767,0.8163265306122449,10.812951803207397,0.7812557220458984,11.594207525253296,90,0.857023660528041,0.8571428571428571,16.453495025634766,0.7499980926513672,17.203493118286133,0.8333333333333334,0.8367346938775511,1.062497854232788
73,0.7959183673469388,0.7959183673469388,10.203128337860107,0.7343630790710449,10.937491416931152,91,0.857023660528041,0.8571428571428571,17.29729723930359,0.7500503063201904,18.04734754562378,0.8333333333333334,0.8367346938775511,1.062497854232788
