nb_compo_lle,f1_scores_lle,accuracy_scores_lle,elapsed_dr_lle,elapsed_clf_lle,elapsed_tot_lle,nb_compo_mlle,f1_scores_mlle,accuracy_scores_mlle,elapsed_dr_mlle,elapsed_clf_mlle,elapsed_tot_mlle,f1_scores_raw,accuracy_scores_raw,elapsed_times_raw
2,0.335476656415991,0.4897959183673469,5.3125388622283936,0.8789520263671875,6.191490888595581,2,0.3447324875896305,0.5102040816326531,6.699115037918091,0.7499990463256836,7.449114084243774,0.8333333333333334,0.8367346938775511,1.1254231929779053
3,0.335476656415991,0.4897959183673469,7.12496280670166,0.9097623825073242,8.034725189208984,3,0.4174890613522403,0.5306122448979592,8.749996423721313,1.2187526226043701,9.968749046325684,0.8333333333333334,0.8367346938775511,1.1254231929779053
4,0.4174890613522403,0.5306122448979592,8.374996423721313,1.0829684734344482,9.457964897155762,4,0.4174890613522403,0.5306122448979592,9.937504529953003,1.109375238418579,11.046879768371582,0.8333333333333334,0.8367346938775511,1.1254231929779053
5,0.5326994434137291,0.5918367346938775,8.062503099441528,1.129276990890503,9.191780090332031,5,0.4414731409805301,0.5306122448979592,9.578122615814209,1.218749761581421,10.79687237739563,0.8333333333333334,0.8367346938775511,1.1254231929779053
6,0.5546656733097411,0.5714285714285714,8.812497615814209,1.2220871448516846,10.034584760665894,6,0.4931972789115647,0.5510204081632653,9.984377145767212,1.0469133853912354,11.031290531158447,0.8333333333333334,0.8367346938775511,1.1254231929779053
7,0.5293591120658789,0.5510204081632653,9.343755722045898,1.0468730926513672,10.390628814697266,7,0.7701309021683129,0.7755102040816326,10.562496900558472,0.8593380451202393,11.421834945678711,0.8333333333333334,0.8367346938775511,1.1254231929779053
8,0.816173277821767,0.8163265306122449,10.499991655349731,0.7812497615814209,11.281241416931152,8,0.7942005084862227,0.7959183673469388,11.453126907348633,0.7968764305114746,12.250003337860107,0.8333333333333334,0.8367346938775511,1.1254231929779053
9,0.8363251655177122,0.8367346938775511,8.078132152557373,0.7968778610229492,8.875010013580322,9,0.7942005084862227,0.7959183673469388,9.328124046325684,0.7968728542327881,10.124996900558472,0.8333333333333334,0.8367346938775511,1.1254231929779053
10,0.857023660528041,0.8571428571428571,8.093745470046997,0.8125224113464355,8.906267881393433,10,0.8154023873700423,0.8163265306122449,8.828122854232788,0.765627384185791,9.593750238418579,0.8333333333333334,0.8367346938775511,1.1254231929779053
11,0.8154023873700423,0.8163265306122449,8.062499761581421,0.7812259197235107,8.843725681304932,11,0.8363251655177122,0.8367346938775511,8.859381198883057,0.7656517028808594,9.625032901763916,0.8333333333333334,0.8367346938775511,1.1254231929779053
12,0.8363251655177122,0.8367346938775511,8.062503576278687,0.7812528610229492,8.843756437301636,12,0.857023660528041,0.8571428571428571,8.890620946884155,0.7655932903289795,9.656214237213135,0.8333333333333334,0.8367346938775511,1.1254231929779053
13,0.7959183673469388,0.7959183673469388,8.180465936660767,1.500112771987915,9.680578708648682,13,0.8363251655177122,0.8367346938775511,8.968747615814209,0.750016450881958,9.718764066696167,0.8333333333333334,0.8367346938775511,1.1254231929779053
14,0.816173277821767,0.8163265306122449,8.125012874603271,0.8125391006469727,8.937551975250244,14,0.857023660528041,0.8571428571428571,8.984378099441528,0.7656307220458984,9.750008821487427,0.8333333333333334,0.8367346938775511,1.1254231929779053
15,0.7959183673469388,0.7959183673469388,8.124980211257935,0.8906245231628418,9.015604734420776,15,0.816173277821767,0.8163265306122449,9.000001192092896,0.7812490463256836,9.781250238418579,0.8333333333333334,0.8367346938775511,1.1254231929779053
16,0.7551020408163265,0.7551020408163265,8.10937762260437,0.8281257152557373,8.937503337860107,16,0.8154023873700423,0.8163265306122449,9.000002145767212,0.7343611717224121,9.734363317489624,0.8333333333333334,0.8367346938775511,1.1254231929779053
17,0.7959183673469388,0.7959183673469388,8.118090152740479,0.8906323909759521,9.00872254371643,17,0.8154023873700423,0.8163265306122449,9.078125476837158,0.7812440395355225,9.85936951637268,0.8333333333333334,0.8367346938775511,1.1254231929779053
18,0.7755102040816326,0.7755102040816326,8.18749713897705,0.9531166553497314,9.140613794326782,18,0.7743806956744962,0.7755102040816326,9.140623331069946,0.7812492847442627,9.921872615814209,0.8333333333333334,0.8367346938775511,1.1254231929779053
19,0.8367346938775511,0.8367346938775511,8.234376430511475,0.8906247615814209,9.125001192092896,19,0.8367346938775511,0.8367346938775511,9.171876430511475,0.7812652587890625,9.953141689300537,0.8333333333333334,0.8367346938775511,1.1254231929779053
20,0.775322895115493,0.7755102040816326,8.171867847442627,0.9218788146972656,9.093746662139893,20,0.7942005084862227,0.7959183673469388,9.300892114639282,0.7968738079071045,10.097765922546387,0.8333333333333334,0.8367346938775511,1.1254231929779053
21,0.7942005084862227,0.7959183673469388,8.390652418136597,0.9531238079071045,9.343776226043701,21,0.8367346938775511,0.8367346938775511,9.579702854156494,0.8281130790710449,10.407815933227539,0.8333333333333334,0.8367346938775511,1.1254231929779053
