nb_compo_lle,f1_scores_lle,accuracy_scores_lle,elapsed_dr_lle,elapsed_clf_lle,elapsed_tot_lle,nb_compo_mlle,f1_scores_mlle,accuracy_scores_mlle,elapsed_dr_mlle,elapsed_clf_mlle,elapsed_tot_mlle,f1_scores_raw,accuracy_scores_raw,elapsed_times_raw
5,0.4121022430881585,0.5306122448979592,68.87809896469116,4.517046689987183,73.39514565467834,5,0.4122938530734632,0.5102040816326531,149.68877816200256,4.593780279159546,154.2825584411621,0.8172043010752688,0.826530612244898,4.9144980907440186
6,0.6833767587285045,0.6836734693877551,74.38527965545654,4.3799920082092285,78.76527166366577,6,0.40591364592354323,0.5,82.0371162891388,4.609345197677612,86.6464614868164,0.8172043010752688,0.826530612244898,4.9144980907440186
7,0.6927257525083612,0.6938775510204082,73.96132016181946,4.368318319320679,78.32963848114014,7,0.43016206853890876,0.5204081632653061,96.58057069778442,4.515620946884155,101.09619164466858,0.8172043010752688,0.826530612244898,4.9144980907440186
8,0.7342511472674176,0.7346938775510204,84.50863647460938,4.147706031799316,88.65634250640869,8,0.6133916195756478,0.6224489795918368,91.72578549385071,4.3125,96.03828549385071,0.8172043010752688,0.826530612244898,4.9144980907440186
9,0.785155026620733,0.7857142857142857,64.85551619529724,4.077897787094116,68.93341398239136,9,0.7342511472674176,0.7346938775510204,64.2971785068512,3.7369027137756348,68.03408122062683,0.8172043010752688,0.826530612244898,4.9144980907440186
10,0.8265125481620329,0.826530612244898,64.89557242393494,3.866837501525879,68.76240992546082,10,0.7123689727463312,0.7142857142857143,63.89092421531677,3.520258903503418,67.41118311882019,0.8172043010752688,0.826530612244898,4.9144980907440186
11,0.81625,0.8163265306122449,62.766555309295654,3.933985948562622,66.70054125785828,11,0.7955778055903211,0.7959183673469388,63.87537479400635,3.2500033378601074,67.12537813186646,0.8172043010752688,0.826530612244898,4.9144980907440186
12,0.8570833333333334,0.8571428571428571,61.90624809265137,3.9687728881835938,65.87502098083496,12,0.7955778055903211,0.7959183673469388,67.02606916427612,3.218747615814209,70.24481678009033,0.8172043010752688,0.826530612244898,4.9144980907440186
13,0.8265125481620329,0.826530612244898,62.171876192092896,4.2907164096832275,66.46259260177612,13,0.785155026620733,0.7857142857142857,70.37468218803406,3.4717071056365967,73.84638929367065,0.8172043010752688,0.826530612244898,4.9144980907440186
14,0.765281682807456,0.7653061224489796,62.109374046325684,4.59114933013916,66.70052337646484,14,0.7754166666666666,0.7755102040816326,65.9866509437561,3.2658162117004395,69.25246715545654,0.8172043010752688,0.826530612244898,4.9144980907440186
15,0.7242313705054716,0.7244897959183674,62.96875238418579,4.927047491073608,67.8957998752594,15,0.7650859822824386,0.7653061224489796,65.89857912063599,3.2354934215545654,69.13407254219055,0.8172043010752688,0.826530612244898,4.9144980907440186
16,0.7138089278264497,0.7142857142857143,62.25000309944153,5.089290142059326,67.33929324150085,16,0.785155026620733,0.7857142857142857,65.70460534095764,3.07854962348938,68.78315496444702,0.8172043010752688,0.826530612244898,4.9144980907440186
17,0.7534591194968554,0.7551020408163265,62.37499451637268,5.416889429092407,67.79188394546509,17,0.7646936005846121,0.7653061224489796,65.85534882545471,3.2348053455352783,69.09015417098999,0.8172043010752688,0.826530612244898,4.9144980907440186
18,0.7427281318912108,0.7448979591836735,62.375001430511475,7.95310115814209,70.32810258865356,18,0.7855132881709224,0.7857142857142857,66.16781973838806,3.281494140625,69.44931387901306,0.8172043010752688,0.826530612244898,4.9144980907440186
19,0.7230769230769231,0.7244897959183674,62.46875596046448,8.515624761581421,70.9843807220459,19,0.7958333333333333,0.7959183673469388,65.83982443809509,3.2190005779266357,69.05882501602173,0.8172043010752688,0.826530612244898,4.9144980907440186
20,0.7123689727463312,0.7142857142857143,62.504552602767944,7.696610450744629,70.20116305351257,20,0.7546933667083855,0.7551020408163265,66.1633231639862,3.1096255779266357,69.27294874191284,0.8172043010752688,0.826530612244898,4.9144980907440186
21,0.7003058103975535,0.7040816326530612,63.2041962146759,8.729102373123169,71.93329858779907,21,0.8061022597105071,0.8061224489795918,73.79750156402588,3.328606367111206,77.12610793113708,0.8172043010752688,0.826530612244898,4.9144980907440186
22,0.6760848704552724,0.6836734693877551,62.79696869850159,8.968756914138794,71.76572561264038,22,0.7646936005846121,0.7653061224489796,67.3920967578888,3.375379800796509,70.7674765586853,0.8172043010752688,0.826530612244898,4.9144980907440186
23,0.6435601198117246,0.6530612244897959,62.65629005432129,9.828128576278687,72.48441863059998,23,0.7751355861493535,0.7755102040816326,67.57645273208618,3.3125157356262207,70.8889684677124,0.8172043010752688,0.826530612244898,4.9144980907440186
24,0.5987068965517242,0.6122448979591837,62.75037336349487,9.242551803588867,71.99292516708374,24,0.7546933667083855,0.7551020408163265,68.17476630210876,3.312539577484131,71.4873058795929,0.8172043010752688,0.826530612244898,4.9144980907440186
